glow/98a8 55.25 -1
glow/306f 95.25 0.5
glow/3042 -129.75 -1
glow/306e -92.25 4.5
glow/9803 -55.75 -2
glow/3068 -13.25 1.5
glow/540c 19.75 -1
glow/3058 61.25 1
glow/3060 95.25 0
glow/6642 -130.75 -1.5
glow/306f -92.25 0.5
glow/7d4c -57.25 -2
glow/3063 -15.25 16
glow/305f 20.25 0
glow/306e 57.75 4.5
glow/306b 95.75 2
glow/4eca -131.75 -2
glow/3067 -93.25 2
glow/3082 -52.25 -1
glow/899a -20.75 -1
glow/3048 19.75 -0.5
glow/3066 56.75 2
glow/308b 96.25 1
glow/6d77 -94.75 -2
glow/5e95 -57.25 -1.5
glow/306b -16.75 2
glow/7720 19.25 -1
glow/308b 58.75 1
glow/6211 -114 -2
glow/3089 -69.5 -0.5
glow/306e -36 4.5
glow/8a87 -1 -2
glow/308a 44.5 -0.5
glow/9054 73 -2
glow/4eca -113 -2
glow/3067 -74.5 2
glow/3082 -33.5 -1
glow/611b -2 -2.5
glow/3055 41 -0.5
glow/308c 74.5 0
glow/52c7 -131.25 -1
glow/6c17 -94.25 -2
glow/3092 -53.25 -0.5
glow/8cb0 -20.25 -2
glow/3063 22.25 16
glow/3066 56.75 2
glow/308b 96.25 1
glow/3069 -107 1
glow/3093 -74.5 0.5
glow/306a -36.5 -1
glow/6642 0.5 -1.5
glow/4ee3 37 -2
glow/3082 79 -1
glow/4eba -113 -2
glow/306f -73.5 0.5
glow/72ec -38.5 -2
glow/308a 7 -0.5
glow/3058 42.5 1
glow/3083 78 8.5
glow/5f31 -206.25 -1
glow/3044 -167.75 4
glow/30e2 -130.75 4
glow/30ce -90.75 3
glow/3060 -54.75 0
glow/306a -17.75 -1
glow/3060 20.25 0
glow/304b 56.25 0
glow/3089 99.25 -0.5
glow/3053 135.25 3
glow/305d 170.75 0.5
glow/7279 -151 -2
glow/653b -114.5 -2
glow/306e -73.5 4.5
glow/9b41 -38.5 -1.5
glow/3068 5.5 1.5
glow/306a 38.5 -1
glow/308c 74.5 0
glow/3001 111.5 24.5
glow/5c11 -57.25 -2
glow/5e74 -20.25 -2
glow/3088 22.75 0.5
glow/4eba -188 -2
glow/306e -148.5 4.5
glow/30de -112 6
glow/30cd -73.5 0
glow/4e8b -39 -2
glow/306a 1 -1
glow/3069 43 1
glow/305b 74.5 1
glow/305a 112.5 -1.5
glow/306b 152 2
glow/81ea -126.25 -1.5
glow/3089 -88.25 -0.5
glow/5207 -57.75 -1
glow/308a -11.75 -0.5
glow/958b 19.25 -1
glow/3051 57.75 -0.5
glow/3070 95.25 -1.5
glow/9053 -152 -1.5
glow/3068 -107 1.5
glow/306a -74 -1
glow/308a -30.5 -0.5
glow/4eba -0.5 -2
glow/3005 40.5 3.5
glow/306f 76.5 0.5
glow/541b 111 -1
glow/306e -54.75 4.5
glow/59ff -19.75 -2
glow/306b 20.75 2
glow/7729 -149.5 -2
glow/3057 -107.5 1
glow/3055 -71.5 -0.5
glow/3068 -32 1.5
glow/61a7 -2 -1.5
glow/308c 37 0
glow/899a 73 -1
glow/3048 113.5 -0.5
glow/305d -129.25 0.5
glow/3057 -88.75 1
glow/3066 -55.75 2
glow/4ef2 -19.25 -2
glow/9593 19.75 -1
glow/3078 55.75 6.5
glow/3068 99.25 1.5
glow/77e5 -95.25 -2
glow/8b58 -57.25 -2
glow/306f -17.25 0.5
glow/4f55 17.75 -1.5
glow/306e 57.75 4.5
glow/305f -129.75 0
glow/3081 -92.75 1
glow/306b -54.25 2
glow/3042 -17.25 -1
glow/308b 21.25 1
glow/306e 57.75 4.5
glow/304b 93.75 0
glow/81ea -145 -1.5
glow/3089 -107 -0.5
glow/306e -73.5 4.5
glow/9f13 -39 -2
glow/52d5 -1 -2
glow/306b 39.5 2
glow/8a0a 74 -1.5
glow/3051 114 -0.5
glow/7279 -151 -2
glow/653b -114.5 -2
glow/306e -73.5 4.5
glow/9b41 -38.5 -1.5
glow/3068 5.5 1.5
glow/306a 38.5 -1
glow/308c 74.5 0
glow/3001 111.5 24.5
glow/5c11 -57.25 -2
glow/5e74 -20.25 -2
glow/3088 22.75 0.5
glow/5931 -169.75 -2
glow/6557 -132.25 -2
glow/304b -93.75 0
glow/3089 -50.75 -0.5
glow/5b66 -20.75 -1
glow/3073 19.75 -1
glow/751f 54.75 -2
glow/304d 97.25 -0.5
glow/308d 133.75 1
glow/541b -151.5 -1
glow/304c -112.5 0
glow/6642 -74.5 -1.5
glow/4ee3 -38 -2
glow/3092 3 -0.5
glow/5909 36 -1.5
glow/3048 76 -0.5
glow/308b 115 1
glow/60c5 -170.75 -2
glow/3051 -129.75 -0.5
glow/306a -92.75 -1
glow/3044 -55.25 4
glow/5f8c -19.75 -2
glow/6094 16.75 -2
glow/3088 60.25 0.5
glow/308a 100.75 -0.5
glow/3082 135.25 -1
glow/524d -75 -1.5
glow/3092 -34.5 -0.5
glow/898b -0.5 -1
glow/308d 40 1
glow/547d -150.5 -2
glow/3042 -111 -1
glow/3089 -69.5 -0.5
glow/3070 -36 -1.5
glow/53ef -1.5 -1.5
glow/80fd 37.5 -2
glow/6027 73 -2
glow/306f 114 0.5
glow/7121 -132.75 -2
glow/9650 -93.25 -1
glow/306a -55.25 -1
glow/306e -17.25 4.5
glow/3060 20.25 0
glow/304b 56.25 0
glow/3089 99.25 -0.5
